trace_id,seed,pattern_label,baseline_integrated_lufs,constrained_integrated_lufs,delta_integrated_lufs,baseline_lra_lu,constrained_lra_lu,delta_lra_lu,baseline_onset_density_eps,constrained_onset_density_eps,delta_onset_density_eps,tempo_clamped,gain_clamped,accent_clamped,tempo_delta,gain_delta,accent_delta
batch_repetitive_0084,0,repetitive,-13.203753852234295,-13.130616096508918,0.07313775572537651,3.7343790791074944,3.1587386589268824,-0.575640420180612,1.1833333333333333,1.0833333333333333,-0.10000000000000009,1,0,1,-10,0.0,-0.10227812055051011
batch_repetitive_0085,0,repetitive,-18.143389693663156,-18.477614831251568,-0.33422513758841177,2.9327339513416995,1.9917725399779123,-0.9409614113637872,0.85,1.0,0.15000000000000002,1,0,1,20,0.0,-0.24926971762414996
batch_repetitive_0086,0,repetitive,-18.45653059264527,-18.57055135269978,-0.11402076005451178,2.2896556959680368,1.984500340365102,-0.3051553556029347,0.85,1.0,0.15000000000000002,1,0,1,20,0.0,-0.038246268656721316
batch_repetitive_0087,0,repetitive,-13.271850630339866,-13.197328958745299,0.07452167159456735,3.9180447796764923,3.1641709892706604,-0.7538737904058319,1.1833333333333333,1.0833333333333333,-0.10000000000000009,1,0,1,-10,0.0,-0.14144736842106154
batch_repetitive_0088,0,repetitive,-12.849496481221411,-12.77788376814381,0.07161271307760053,3.648086600378786,3.1546328372063144,-0.4934537631724716,1.1833333333333333,1.0833333333333333,-0.10000000000000009,1,0,1,-10,0.0,-0.08259099007380755
batch_repetitive_0089,0,repetitive,-17.453550545036233,-17.642498628821148,-0.1889480837849149,2.58905646733594,2.002134148773873,-0.5869223185620669,0.95,1.0,0.050000000000000044,1,0,1,9,0.0,-0.15297057190448704
batch_repetitive_0090,0,repetitive,-13.404318678021848,-13.339897781529634,0.06442089649221394,3.854557001323279,3.158738655000505,-0.6958183463227741,1.1833333333333333,1.0833333333333333,-0.10000000000000009,1,0,1,-10,0.0,-0.13004961020551398
batch_repetitive_0091,0,repetitive,-13.465863424884366,-13.642554887201795,-0.17669146231742872,3.9787135500386164,3.158738660974368,-0.8199748890642482,1.0833333333333333,1.0833333333333333,0.0,0,0,1,0,0.0,-0.18536162841053405
batch_repetitive_0092,0,repetitive,-17.447593444098494,-17.546152836016233,-0.09855939191773899,2.5018587116619386,1.9817479916960963,-0.5201107199658423,0.9833333333333333,1.0,0.01666666666666672,1,0,1,3,0.0,-0.11598288936420131
batch_repetitive_0093,0,repetitive,-13.813004139186445,-13.865230349061658,-0.052226209875213314,3.4827833724548363,3.198866190959711,-0.28391718149512535,1.05,1.05,0.0,0,0,1,0,0.0,-0.06689483509643301
batch_repetitive_0094,0,repetitive,-11.402772698491923,-11.23033318200169,0.1724395164902326,3.513714177098743,3.160280582004102,-0.353433595094641,1.1833333333333333,1.0833333333333333,-0.10000000000000009,1,0,1,-10,0.0,-0.05093966369932357
batch_repetitive_0095,0,repetitive,-11.14156128698176,-11.065533464108771,0.07602782287298915,3.936922194123257,3.1598779925287204,-0.7770442015945367,1.1833333333333333,1.0833333333333333,-0.10000000000000009,1,0,1,-10,0.0,-0.13611491108072182
batch_repetitive_0096,0,repetitive,-13.164215231631418,-13.061098186994647,0.10311704463677174,3.6922741687271152,3.1710559538695833,-0.521218214857532,1.1833333333333333,1.0833333333333333,-0.10000000000000009,1,0,1,-10,0.0,-0.09505370971770721
batch_repetitive_0097,0,repetitive,-18.105158905928903,-18.37590038742462,-0.2707414814957154,2.796090178374719,1.9950240252022127,-0.8010661531725063,0.8666666666666667,1.0,0.1333333333333333,1,0,1,19,0.0,-0.22080536912748638
batch_repetitive_0098,0,exploratory,-11.98646863082787,-11.943580359918768,0.042888270909102744,3.9527958360235615,3.1628117596261216,-0.78998407639744,1.1833333333333333,1.0833333333333333,-0.10000000000000009,1,0,1,-10,0.0,-0.14860035735559052
batch_repetitive_0099,0,repetitive,-13.513300966541134,-13.554319660765655,-0.04101869422452076,3.550332689729057,3.1710854106735553,-0.3792472790555017,1.15,1.0833333333333333,-0.06666666666666665,1,0,1,-5,0.0,-0.11050033654923341
batch_repetitive_0100,0,repetitive,-12.6737699030756,-12.598523879530596,0.07524602354500409,3.906364937830695,3.157646941150544,-0.7487179966801509,1.1833333333333333,1.0833333333333333,-0.10000000000000009,1,0,1,-10,0.0,-0.13796849538293066
batch_repetitive_0101,0,repetitive,-17.608402366650697,-17.73166428541853,-0.12326191876783099,2.267193888451633,1.9941849088644048,-0.27300897958722814,0.9666666666666667,1.0,0.033333333333333326,1,0,1,7,0.0,-0.08980169971671781
batch_repetitive_0102,0,repetitive,-12.797210893067575,-12.661666383496465,0.13554450957111008,3.682688332221815,3.1658035037452166,-0.5168848284765986,1.1833333333333333,1.0833333333333333,-0.10000000000000009,1,0,1,-10,0.0,-0.0754495699765555
batch_repetitive_0103,0,repetitive,-11.826507687124414,-11.711005538364434,0.11550214875997966,3.675018734832083,3.163624943222782,-0.5113937916093008,1.1833333333333333,1.0833333333333333,-0.10000000000000009,1,0,1,-10,0.0,-0.08182930559809132
batch_repetitive_0104,0,repetitive,-13.75655468243862,-13.916068336865091,-0.1595136544264708,3.9493496549227984,3.2084400658029235,-0.7409095891198749,1.05,1.05,0.0,0,0,1,0,0.0,-0.1469370860927024
batch_repetitive_0105,0,exploratory,-18.752971251342853,-18.851200052618093,-0.09822880127524058,2.3487507199160405,1.9827723363631335,-0.3659783835529069,0.85,1.0,0.15000000000000002,1,0,1,20,0.0,-0.043458781361986
batch_repetitive_0106,0,repetitive,-17.55528887063235,-17.76319023985927,-0.2079013692269207,2.543279817168603,2.001980503938185,-0.541299313230418,0.95,1.0,0.050000000000000044,1,0,1,8,0.0,-0.1337241764378012
batch_repetitive_0107,0,repetitive,-12.066261789826546,-11.95753469849314,0.10872709133340663,3.5186057262972863,3.158460200164768,-0.36014552613251816,1.1833333333333333,1.0833333333333333,-0.10000000000000009,1,0,1,-10,0.0,-0.07352941176470007
batch_repetitive_0108,0,repetitive,-13.677919982269556,-13.665638921361364,0.012281060908192032,2.974084897506579,3.0021127666844833,0.028027869177904563,1.1,1.0833333333333333,-0.01666666666666683,1,0,0,-3,0.0,0.0
batch_repetitive_0109,0,repetitive,-17.53535486661214,-17.632046210531755,-0.0966913439196162,2.1673639279469477,1.986006542736785,-0.18135738521016265,1.0,1.0,0.0,1,0,1,1,0.0,-0.05123885034687137
batch_repetitive_0110,0,repetitive,-11.494250114194301,-11.425827494549198,0.06842261964510321,3.994205822174413,3.1598779958378707,-0.8343278263365423,1.1833333333333333,1.0833333333333333,-0.10000000000000009,1,0,1,-10,0.0,-0.130308880308885
batch_repetitive_0111,0,repetitive,-17.883918430241895,-18.02564793672653,-0.14172950648463356,2.456109543525404,1.985962527101325,-0.47014701642407886,0.8833333333333333,1.0,0.1166666666666667,1,0,1,16,0.0,-0.11224489795918657
